storeNo,seller_userName,password
1498,25903723,957505
1499,63188696,630409
1500,50604504,532916
1501,58920183,526291
1502,42478507,224302
1503,56540432,643388
1504,41059389,951933
1505,25680195,840412
1506,13290441,524718
1507,65143865,815749
1508,64362484,374321
1509,76507986,921643
1510,80972152,725478
1511,36556137,977550
1512,19424352,774405
1513,34823838,849023
1514,88203977,422709
1515,15700669,147510
1516,78128847,746067
1517,22160861,268130
1518,22261757,861376
1519,11473323,427113
1520,46122647,588809
1521,58068598,708421
1522,33271885,565877
1523,94604062,249842
1524,55447084,784597
1525,89531636,891635
1526,67318209,900889
1527,21993284,750406
1528,18880461,478606
1529,75314065,428917
1530,10917634,250339
1531,64649461,392010
1532,26423523,974578
1533,59854468,818192
1534,95841768,659544
1535,19712173,703085
1536,35873999,100257
1537,97415224,554158
1538,14846747,488251
1539,48183954,549498
1540,86425343,682947
1541,29947759,807190
1542,35012883,160216
1543,53900418,358594
1544,85207461,871347
1545,79149591,642148
1546,35929261,873017
1547,72818938,817831
1548,95370830,270569
1549,33317906,528333
1550,59803168,578876
1551,79715387,120073
1552,90097993,403144
1553,82110857,561215
1554,94865896,430104
1555,23955111,654107
1556,17746872,397594
1557,81608126,633864
1558,43226086,733413
1559,90459570,561710
1560,18075337,724571
1561,77861773,240651
1562,40513600,979754
1563,68832859,602127
1564,92648890,883497
1565,75973029,586384
1566,62910844,169238
1567,98027617,580887
1568,48440090,474853
1569,12866481,347366
1570,98632408,957557
1571,50845482,991108
1572,84047556,844475
1573,77100947,284791
1574,13279704,168384
1575,91903823,793684
1576,16894020,878137
1577,54446747,429864
1578,12280583,138216
1579,40359711,871507
1580,93973307,448739
1581,10409379,409627
1582,25588702,428311
1583,27245351,859685
1584,69337949,988303
1585,28167679,175923
1586,72107003,601964
1587,69268272,555488
1588,91911016,243024
1589,44675311,527251
1590,54488171,661586
1591,89580766,613696
1592,41742183,465026
1593,79858387,994033
1594,70819344,798353
1595,50465826,725528
1596,55536851,177243
1597,80908901,250817
1598,88606841,618295
1599,66637376,139695
1600,94961827,296930
1601,14914260,256077
1602,48910111,957202
1603,14101734,423581
1604,56396576,889153
1605,74474218,892337
1606,95761531,103465
1607,69495247,499513
1608,98368869,377759
1609,98573746,130479
1610,53320333,887493
1611,91062254,154277
1612,68927547,444757
1613,28531861,845102
1614,17021036,511626
1615,63437425,356218
1616,86473966,684128
1617,29856566,844378
1618,23037711,605745
1619,72079176,876626
1620,41086922,362265
1621,90639619,248240
1622,77424907,850625
1623,28637561,342303
1624,99188607,459733
1625,19689419,312855
1626,35182858,345720
1627,55656216,723696
1628,23546632,161496
1629,60214722,429517
1630,10215129,872562
1631,10270563,447432
1632,44892089,127932
1633,37353540,833202
1634,12922513,435581
1635,25910234,898768
1636,96066192,518073
1637,54010034,226643
1638,80743178,579439
1639,10324167,825894
1640,95750807,558047
1641,70908392,184881
1642,58334248,790174
1643,70309045,234022
1644,75301768,640004
1645,88095097,579462
1646,58673112,449656
1647,52443062,301626
1648,79534670,353208
1649,71698776,158317
1650,30452042,362649
1651,61671749,746407
1652,17658361,443862
1653,57007240,319579
1654,83617340,450225
1655,55276195,256231
1656,46541785,202381
1657,43604602,880524
1658,18117586,433606
1659,59876200,249629
1660,52512911,736828
1661,43077162,387730
1662,94645435,296787
1663,98911481,914860
1664,41466099,720564
1665,92094547,981100
1666,84387475,975423
1667,71754897,839505
1668,38308614,618397
1669,85404454,333686
1670,90831964,469664
1671,70277502,316872
1672,41897166,280343
1673,78835427,132415
1674,70557067,858898
1675,10039989,264367
1676,50986364,994423
1677,59849192,929248
1678,65511781,734734
1679,41263077,889300
1680,85718564,448385
1681,89705966,570215
1682,23555630,833614
1683,81838521,786570
1684,96633713,784118
1685,49674168,435758
1686,99744096,137278
1687,29488151,396358
1688,43116817,804483
1689,82764896,781948
1690,20184837,492492
1691,53218014,928424
1692,35879538,170232
1693,83147928,615623
1694,97124819,788748
1695,86469636,923227
1696,46852801,695763
1697,80973419,985440
1698,52442541,677563
1699,55407305,779573
1700,57904097,839016
1701,44588302,147053
1702,71959138,897671
1703,71121815,428108
1704,36549321,925351
1705,70856624,826463
1706,29442656,430931
1707,45134734,302857
1708,35966691,346490
1709,25552369,845528
1710,72107797,597039
1711,75307204,598082
1712,96420432,940517
1713,62916539,818765
1714,93802849,664666
1715,89627257,825449
1716,28828088,453985
1717,68163369,220405
1718,27059056,678416
1719,37270638,669052
1720,22857323,889830
1721,91218760,973270
1722,95358630,817798
1723,31456161,233065
1724,49046812,706337
1725,78414840,334815
1726,70099985,949125
1727,78487890,111759
1728,31392499,957440
1729,64592142,976852
1730,77592383,482890
1731,98651888,812033
1732,12386335,524760
1733,67794316,140218
1734,12855904,245892
1735,40446254,581001
1736,73238232,746331
1737,87409350,329426
1738,93557976,130043
1739,14386380,946129
1740,93472012,212002
1741,86287266,895978
1742,10893921,690633
1743,20559680,421798
1744,55941689,463230
1745,20766395,217864
1746,56823330,732559
1747,22949383,929149
1748,23332808,274458
1749,29751570,705396
1750,41826136,830020
1751,85858485,342866
1752,17260796,636044
1753,86873402,962524
1754,65722094,297479
1755,35126926,778528
1756,98989289,510586
1757,83194276,994288
1758,26088329,508046
1759,77494539,459123
1760,97798277,891705
1761,77795789,520944
1762,56034093,880142
1763,13560236,266788
1764,56366245,826049
1765,88004772,121930
1766,66976298,491627
1767,65852694,321796
1768,71136994,594213
1769,58311415,275840
1770,77559267,183544
1771,79444490,149747
1772,78852891,278602
1773,91566719,291237
1774,64998952,782760
1775,29923418,424259
1776,13068288,189621
1777,78405736,423957
1778,98819290,241526
1779,87469583,184034
1780,53167591,237065
1781,69912929,746972
1782,89570198,565829
1783,30202456,656485
1784,98653146,519993
1785,28676290,252506
1786,65639752,773313
1787,31514794,953045
1788,81226475,216390
1789,60907236,956247
1790,72671218,492917
1791,38948250,191372
1792,38805665,863042
1793,75361687,962234
1794,32558250,233514
1795,82342783,984152
1796,56756657,848298
1797,59287542,559777
1798,82853164,364515
1799,91190385,534099
1800,29790098,669471
1801,42239311,148748
1802,18104280,207609
1803,43302216,265201
1804,98440634,412218
1805,42579557,445455
1806,67092833,839077
1807,70725858,599378
1808,30523242,115216
1809,89243113,604434
1810,21802100,715453
1811,87942363,101921
1812,99737116,100632
1813,72255709,345795
1814,95940049,700965
1815,44389826,308709
1816,43050407,626458
1817,47743502,137243
1818,44676156,385882
1819,15805527,512038
1820,19076450,895860
1821,66712151,120273
1822,82617854,502408
1823,96257050,622739
1824,24317543,543284
1825,84676662,851523
1826,66489188,604331
1827,33049272,736307
1828,51907090,438127
1829,57923925,373844
1830,91303349,131534
1831,78694985,402827
1832,74773394,108017
1833,29006831,752659
1834,97884391,563481
1835,36153746,183273
1836,95092677,465969
1837,44396034,154827
1838,48976938,814878
1839,77565522,680737
1840,23862392,204860
1841,17915793,689971
1842,61602269,842654
1843,69452750,377555
1844,52913591,225720
1845,65368283,227343
1846,71999216,361127
1847,67961267,180882
1848,82142253,622066
1849,19269746,401501
1850,82768973,771170
1851,86364384,787099
1852,11408646,837268
1853,52859323,239232
1854,16670831,151257
1855,49268694,326627
1856,75461832,275139
1857,59907555,475457
1858,38214028,340349
1859,79513386,238981
1860,37931046,553708
1861,85743661,207333
1862,69507392,328970
1863,18132270,398085
1864,31027447,675284
1865,74803108,523929
1866,20350524,771623
1867,66154935,867982
1868,30232824,754579
1869,76493032,908092
1870,35820784,420059
1871,14044367,838188
1872,15599881,955925
1873,65150337,878259
1874,57513880,688816
1875,14850334,338299
1876,57453871,549358
1877,96294980,691831
1878,66134059,321456
1879,58181953,861563
1880,11748700,116216
1881,45456912,108627
1882,42689725,103388
1883,74538271,804319
1884,98697434,687627
1885,68926531,201948
1886,45382188,326013
1887,10949895,108397
1888,51946088,614012
1889,12182959,575675
1890,74132229,376918
1891,49075288,378414
1892,57773911,730541
1893,22855878,667197
1894,33974600,747736
1895,35957125,804877
1896,75517472,800909
1897,80901829,204992
1898,61566581,787646
1899,17699763,755110
1900,46457141,713334
1901,84750674,794430
1902,69698546,123486
1903,18599010,975030
1904,88197479,746753
1905,31613122,543388
1906,34240850,931551
1907,50302594,686759
1908,60202928,565962
1909,38420785,791802
1910,41989374,524722
1911,51079523,972584
1912,87332987,414558
1913,17117117,922000
1914,15271480,635796
1915,25026433,676621
1916,48952892,424605
1917,65054457,505732
1918,79564137,793843
1919,50445753,320885
1920,56640098,526133
1921,26011460,938316
1922,36905984,795316
1923,27786043,602952
1924,72643312,341324
1925,75591978,226070
1926,25630733,540241
1927,49400733,602864
1928,14417323,313007
1929,53991655,413699
1930,72573796,536229
1931,10689791,387809
1932,87064347,744591
1933,42086809,818697
1934,26824981,730080
1935,88733975,624585
1936,64536117,280329
1937,90311139,765422
1938,93085694,128419
1939,41474445,652546
1940,63271896,984256
1941,71469950,816184
1942,52793681,293402
1943,71548052,580402
1944,50006643,986397
1945,82069882,101693
1946,88755308,528347
1947,28538108,193904
1948,80801473,467371
1949,37068545,722499
1950,99122647,567233
1951,25179148,751125
1952,60155376,735350
1953,98337889,346194
1954,38412791,919580
1955,82661648,988144
1956,37168993,330425
1957,42610901,690556
1958,96243279,446498
1959,78434026,634378
1960,28487324,585777
1961,13128335,282426
1962,20364667,644692
1963,87137304,243684
1964,10639981,640162
1965,96540009,826697
1966,13663958,826221
1967,51576642,177172
1968,97993807,458794
1969,71297368,707763
1970,33073024,601601
1971,48949636,931436
1972,90020676,333364
1973,27114939,205545
1974,26187346,158837
1975,17743182,876129
1976,34747941,161205
1977,38543342,163448
1978,13331582,724831
1979,31268173,107347
1980,69347223,790736
1981,69731953,525141
1982,66565994,936897
1983,95401647,358582
1984,74607372,882770
1985,74723904,844435
1986,12605504,956893
1987,72953596,733580
1988,86035840,559020
1989,81207088,620131
1990,11574896,737043
1991,67791429,452521
1992,79223493,744829
1993,63186305,863288
1994,30409979,872612
1995,20502802,494567
1996,37642426,759875
1997,64769736,449210
1998,69032147,695336
1999,25123317,871287
2000,81169296,343663
2001,11248076,100955
2002,82426076,685560
2003,75932142,646812
2004,24792252,750219
2005,25868746,863504
2006,30946586,807242
2007,43612620,334480
2008,62496886,886478
2009,29198632,697791
2010,30167512,111189
2011,70692417,601142
2012,76370995,826148
2013,41506069,199427
2014,17966661,870628
2015,20496964,895844
2016,88740206,709444
2017,94540921,286894
2018,77688504,903157
2019,89143986,448031
2020,64087917,507491
2021,69036584,184844
2022,75476524,118812
2023,55282708,373209
2024,70810068,160015
2025,40813921,693301
2026,41550159,377625
2027,61463183,170593
2028,10859323,130879
2029,85379219,324775
2030,11057561,503218
2031,28802732,626022
2032,51829109,884571
2033,79271012,815870
2034,91889173,825177
2035,28907993,383022
2036,92628988,259087
2037,80723090,899361
2038,23200413,785067
2039,55572393,423297
2040,60442180,963447
2041,36807883,256209
2042,64420660,151643
2043,31511183,149294
2044,77942301,328522
2045,33608527,727417
2046,54816883,375696
2047,23710578,926998
2048,84527750,589263
2049,14226625,597916
2050,96299686,373080
2051,32035726,970783
2052,51635136,417060
2053,98192396,515849
2054,91579159,785162
2055,59319019,346120
2056,88340766,587225
2057,31535543,930984
2058,29118889,361679
2059,59209392,302161
2060,91481640,693385
2061,23178445,134363
2062,54473251,763134
2063,58517535,110905
2064,80354604,615625
2065,65424034,114988
2066,35636970,249795
2067,25941227,796954
2068,55160263,997682
2069,57944285,184833
2070,21377276,480235
2071,90260231,362038
2072,81346495,207932
2073,43979318,432992
2074,73387769,108223
2075,91664546,875895
2076,17717108,789583
2077,86896504,887714
2078,28599355,945767
2079,13430752,555442
2080,94063710,687671
2081,28282600,497523
2082,62147075,671501
2083,45611100,201933
2084,60044954,868416
2085,47357106,276142
2086,81923327,507576
2087,54983694,483927
2088,88856721,207192
2089,73126450,400379
2090,62778429,228848
2091,82165305,967467
2092,66960273,927059
2093,53020732,992891
2094,84722233,548459
2095,11361422,420997
2096,85754003,913969
2097,90670757,146642
2098,54787853,437728
2099,38929581,708852
2100,64381697,258161
2101,11774650,723743
2102,89599434,578813
2103,77141353,488201
2104,18230888,596164
2105,14979128,696727
2106,73302406,351957
2107,92102884,372452
2108,56377708,380279
2109,52171118,522057
2110,93307800,692989
2111,26098257,998681
2112,51537277,597997
2113,69145205,450773
2114,84264676,639699
2115,75756681,676795
2116,83393639,894133
2117,61551376,161897
2118,55333318,415520
2119,77054177,487940
2120,59977507,306419
2121,58046906,663465
2122,19692022,812884
2123,17312468,468851
2124,60343332,896129
2125,28872704,938527
2126,44557109,911098
2127,88776292,234362
2128,28711921,677680
2129,54414785,470481
2130,70222013,454459
2131,51511139,216749
2132,21047959,409495
2133,29171723,148379
2134,40477709,457145
2135,97428135,651556
2136,29072076,126849
2137,46575567,861589
2138,99693859,342981
2139,79704747,594525
2140,18496600,450917
2141,32246944,903535
2142,92402089,655337
2143,28329908,101893
2144,64818413,153648
2145,82826546,357462
2146,55782438,123808
2147,79660861,517947
2148,23289086,590529
2149,63936681,959647
2150,33071210,310992
2151,83053400,214729
2152,34257034,186976
2153,35705168,765632
2154,16642683,323676
2155,94068449,333246
2156,49155708,466795
2157,16169264,339342
2158,53960573,174071
2159,50043004,879172
2160,31724609,128075
2161,11556926,881015
2162,40555154,395355
2163,12996760,870814
2164,12395907,308795
2165,44296696,619303
2166,21245259,264433
2167,50570287,241665
2168,22973808,319989
2169,82037291,994835
2170,23843539,999877
2171,30531261,381340
2172,17186547,514215
2173,95201475,943608
2174,38455787,453551
2175,44043330,630514
2176,56583923,711021
2177,72310858,189661
2178,79036909,935451
2179,54214473,395424
2180,18695103,383405
2181,23720880,883922
2182,62687341,980775
2183,78227563,447166
2184,15506122,493332
2185,10893257,826782
2186,62848397,104858
2187,56851955,350265
2188,14112884,427245
2189,63520992,105418
2190,83682228,977742
2191,47206551,966442
2192,51476992,189570
2193,41752963,971094
2194,79530698,125659
2195,89177761,816073
2196,35725071,961482
2197,59768222,699824
2198,67609375,850124
2199,60450712,671626
2200,55068027,878809
2201,67446052,977327
2202,97272244,647842
2203,34961209,862482
2204,19494951,472628
2205,38077515,252566
2206,72079880,588394
2207,49907298,166292
2208,63020643,297993
2209,68741441,540217
2210,12047211,540632
2211,70900789,654580
2212,80957881,855992
2213,78528621,356698
2214,30070551,263514
2215,63393955,264157
2216,62516706,535448
2217,75592114,285868
2218,62876760,739271
2219,11557825,424758
2220,21496545,954492
2221,10361223,592034
2222,57301285,446477
2223,70569148,165401
2224,81061265,103439
2225,89889067,215307
2226,63334458,202134
2227,97977328,507260
2228,90140801,680608
2229,28739648,953724
2230,91647326,542795
2231,30391450,679183
2232,46120956,976219
2233,27160269,683537
2234,48865173,738258
2235,80152071,741060
2236,45956669,724167
2237,95706072,992036
2238,60007493,571350
2239,24652123,891974
2240,52488789,259828
2241,45202693,116195
2242,55178240,247339
2243,71842600,763097
2244,96731495,286772
2245,35113395,239052
2246,37083040,624497
2247,30547249,319468
2248,99508404,950190
2249,14803118,444188
2250,19167659,440602
2251,21186372,618383
2252,20251935,873524
2253,47438218,827879
2254,50623872,611172
2255,69601234,601495
2256,62663021,819147
2257,79722339,392030
2258,64577743,304802
2259,40921639,370809
2260,66437209,802096
2261,48624762,758322
2262,93201363,485721
2263,15108031,960504
2264,47665948,502802
2265,89839917,407585
2266,81725973,434156
2267,24862679,556355
2268,75124516,119721
2269,48030762,421259
2270,66656781,864328
2271,10736785,453206
2272,25243364,566801
2273,42909506,269840
2274,19017196,823640
2275,18003225,174169
2276,67477953,671208
2277,78432206,240438
2278,25407805,362736
2279,90671888,752122
2280,11718208,943294
2281,43058335,480436
2282,30618114,271448
2283,19831574,752141
2284,38594722,324991
2285,31502974,297460
2286,23340223,753595
2287,79620981,887422
2288,20596198,359387
2289,22771262,365321
2290,28356897,170927
2291,69985058,447986
2292,58639825,137269
2293,26846504,844776
2294,57321853,138584
2295,94576428,217183
2296,39365201,248457
2297,35753866,685744
2298,61623048,589225
2299,55619596,829682
2300,42441112,445159
2301,15931446,177799
2302,10551848,391762
2303,80642418,537161
2304,13712962,163011
2305,31897472,260211
2306,87915676,326963
2307,31658890,329273
2308,85405015,596841
2309,75148488,413373
2310,41905896,981432
2311,74211414,142918
2312,98549045,229002
2313,27011896,876423
2314,50714626,334849
2315,60238491,913147
2316,76759180,694742
2317,88797174,567809
2318,23721620,694548
2319,26959176,395161
2320,91729528,228017
2321,75397936,412359
2322,49040323,482727
2323,13811874,817836
2324,54078832,705604
2325,52453058,229213
2326,85836866,178085
2327,37343505,227648
2328,44343911,161489
2329,93370250,389286
2330,25240784,842924
2331,97871798,259819
2332,66992186,120751
2333,11523398,750821
2334,18346567,941158
2335,89643575,117138
2336,70234596,736360
2337,35043532,164362
2338,22842550,294985
2339,80909844,976211
2340,28167350,776710
2341,51011442,634961
2342,13844299,736436
2343,58183754,458722
2344,48763984,263607
2345,11917573,765948
2346,51422565,905175
2347,51936335,639724
2348,33407695,980789
2349,21920934,568983
2350,21353291,236960
2351,98571069,944544
2352,97105353,299605
2353,30158194,329885
2354,92545269,115374
2355,36775662,290597
2356,25821583,370237
2357,15201974,310577
2358,62486327,907895
2359,67278595,751745
2360,58749057,505161
2361,36520413,838919
2362,94794155,681871
2363,46670769,104679
2364,94932779,689115
2365,45292215,532808
2366,59314806,250279
2367,48822498,233463
2368,28767048,899408
2369,59960353,150367
2370,41754688,814499
2371,57818615,902674
2372,85599092,636290
2373,26014670,792537
2374,95303522,599507
2375,72472795,770522
2376,68017238,829771
2377,17254546,205229
2378,21084490,606225
2379,22064404,408092
2380,87057897,104480
2381,41972911,978347
2382,78247069,383219
2383,96700145,385303
2384,58452729,539923
2385,48155847,183140
2386,90885638,445234
2387,21403031,532261
2388,31030783,231969
2389,48476219,408307
2390,81006795,793093
2391,99424154,235425
2392,62098704,489343
2393,31280235,142996
2394,98887093,128448
2395,48890385,805390
2396,19994568,740829
2397,62007746,548814
2398,34403433,465788
2399,79189098,548576
2400,49939876,179304
2401,64090248,560959
2402,55546962,929522
2403,38031023,865105
2404,50210784,384308
2405,12537205,511963
2406,37715787,239375
2407,63389046,543406
2408,81508770,645518
2409,92610002,423505
2410,11826565,594890
2411,14128308,303477
2412,17706722,828194
2413,57404918,519351
2414,36555872,688531
2415,59827880,229243
2416,28025660,830496
2417,99326551,602948
2418,48642168,701710
2419,56322143,971501
2420,71282315,156177
2421,74734245,374468
2422,68843476,751393
2423,70558549,109087
2424,45174044,409858
2425,69153702,400110
2426,98185122,581663
2427,24360361,328129
2428,42206777,889374
2429,99689769,899909
2430,95386185,535339
2431,76326265,615832
2432,32686566,176124
2433,46452076,802779
2434,90838826,100479
2435,88159860,560141
2436,39431544,361234
2437,81022859,689812
2438,40058129,589574
2439,79605770,891114
2440,89312103,733715
2441,96044816,603972
2442,28551278,226835
2443,43335066,130757
2444,34483717,339188
2445,37728288,596203
2446,25308912,217489
2447,19194005,280498
2448,48996028,896362
2449,67803640,785702
2450,65808882,563939
2451,19766911,582789
2452,46312718,315027
2453,46308287,997464
2454,67137479,844964
2455,43541969,831639
2456,85633679,381927
2457,64424274,866914
2458,67446300,683899
2459,18598523,632143
2460,56321454,905217
2461,17991296,789621
2462,73679662,135015
2463,47786627,859644
2464,44694458,549866
2465,42779631,775406
2466,74347346,725756
2467,21640013,807880
2468,23963110,131583
2469,44517131,174496
2470,59497791,831745
2471,56981414,431797
2472,81522878,993613
2473,33423615,260658
2474,49544366,580558
2475,77117766,430505
2476,69123865,526713
2477,26133415,580624
2478,79639504,348693
2479,29568014,211715
2480,71807019,454371
2481,33090741,494100
2482,51280535,189387
2483,43050341,604748
2484,33150854,949204
2485,18301704,770442
2486,39231087,211558
2487,68861326,838411
2488,15683466,659241
2489,20683330,282275
2490,50099358,512543
2491,64299079,815944
2492,22073588,344669
2493,14075217,361896
2494,54442253,527993
2495,45683704,151798
2496,93431342,435707
2497,87571369,561148
2498,83211464,530143
2499,81447495,117382
2500,24251964,718618
2501,87335470,562325
2502,85702079,514213
2503,60702630,643632
2504,46908513,732908
2505,22001481,143070
2506,31658068,485400
2507,68801379,255449
2508,30186290,406931
2509,41629535,830733
2510,39996102,484498
2511,91909911,159445
2512,75167531,608256
2513,45676891,421614
2514,47206747,809872
2515,65061467,529243
2516,92215708,334188
2517,33059062,798307
2518,80775509,402644
2519,70448092,299009
2520,48293369,890284
2521,97043058,968708
2522,55378741,321990
2523,49040149,879416
2524,70605183,731684
2525,56797860,529739
2526,27983475,510702
2527,82872158,936242
2528,86102926,570642
2529,50107507,414899
2530,87936467,244999
2531,90348561,105274
2532,93313822,187873
2533,11491711,735741
2534,69102596,732525
2535,30902286,490023
2536,72287975,635200
2537,35646441,643101
2538,55891344,914904
2539,24912722,677142
2540,41770354,978128
2541,92342218,306079
2542,59863361,200932
2543,68872215,334278
2544,57606834,571594
2545,72721590,173139
2546,97881812,458811
2547,97678742,912464
2548,12795875,247972
2549,65459962,790465
2550,91957661,995821
2551,97045588,189000
2552,71155327,894425
2553,45101448,105576
2554,92580371,664187
2555,68187093,235282
2556,54908076,289813
2557,26296016,855575
2558,23601223,543226
2559,73515389,736498
2560,60154531,133195
2561,75973715,732676
2562,12627659,691359
2563,85793960,311319
2564,60151777,793986
2565,17434403,296321
2566,50877825,410219
2567,29381626,904050
2568,61214219,159017
2569,15573810,526019
2570,51690840,357940
2571,41208847,866997
2572,45569407,964134
2573,49509719,530045
2574,63268936,506886
2575,20807733,898825
2576,25982281,424239
2577,87018298,374148
2578,56403569,652752
2579,81713816,414442
2580,12274706,242314
2581,67470523,350171
2582,16961264,400744
2583,16265777,865917
2584,64679351,268950
2585,63341637,916851
2586,68530219,321280
2587,38544268,762635
2588,46010228,261306
2589,46393579,306564
2590,42367959,137874
2591,95045384,403034
2592,79280689,583027
2593,39256827,889470
2594,18603720,927581
2595,55526577,197051
2596,89276775,829645
2597,59457738,976424
2598,54604170,401888
2599,49298467,111735
2600,52481363,658195
2601,12091245,807880
2602,58933374,790723
2603,49013768,389368
2604,79998932,925287
2605,22821411,241762
2606,61750639,953214
2607,71786017,242988
2608,22477068,186650
2609,47760918,244704
2610,63570895,523897
2611,64816825,660392
2612,82501869,850633
2613,64605863,214544
2614,66249087,599320
2615,32184543,218301
2616,21071683,852478
2617,88492949,158104
2618,23168307,991210
2619,97214602,729435
2620,17362807,320582
2621,94342334,359259
2622,53376999,579273
2623,20156885,214766
2624,66116959,532641
2625,34682287,836627
2626,85473950,488427
2627,81047111,499891
2628,92513242,571286
2629,77260480,115438
2630,65439104,144246
2631,14640743,629780
2632,38416453,945104
2633,56108085,826305
2634,95949254,959032
2635,89795637,734905
2636,18946539,585073
2637,31754396,574392
2638,96951843,225491
2639,47012894,485871
2640,22030231,669475
2641,63144996,275364
2642,90518601,276513
2643,72028092,562114
2644,71394481,214061
2645,10620657,363050
2646,32272391,698019
2647,91690103,449119
2648,61122012,902789
2649,56504211,832683
2650,49841010,501305
2651,81781567,204151
2652,50918339,257113
2653,59261949,247393
2654,61587507,307544
2655,55627779,173834
2656,56491559,323903
2657,40630875,681584
2658,77451779,645668
2659,31957926,507488
2660,63814584,609881
2661,38577208,671213
2662,94358383,323553
2663,40295433,656636
2664,46421645,976461
2665,13568078,720086
2666,60508413,799415
2667,12951850,130128
2668,83879687,317415
2669,75142881,251556
2670,91143146,636190
2671,90808816,280194
2672,16293165,899039
2673,63141214,627202
2674,81148896,349988
2675,32316554,404291
2676,70874486,923745
2677,60330474,441875
2678,53585923,619809
2679,72759732,758031
2680,81575182,708193
2681,84115681,225918
2682,60776095,768523
2683,52550955,137982
2684,78453967,778329
2685,80098430,484343
2686,25657826,879722
2687,18002449,535594
2688,19502867,619672
2689,63429816,794752
2690,73428347,543106
2691,12762673,510459
2692,26666044,804383
2693,13593245,302705
2694,71952935,710618
2695,58000846,851083
2696,20285964,432159
2697,56405932,653356
2698,92024739,768289
2699,63621490,314083
2700,56292050,982075
2701,14625820,993608
2702,43222149,804409
2703,12676997,364215
2704,25764296,990952
2705,61259119,675324
2706,64331694,280256
2707,80504405,841448
2708,30166518,456799
2709,59630374,820618
2710,80737431,445522
2711,95882876,349971
2712,14814684,827485
2713,83092245,406964
2714,59542161,228430
2715,26863053,505710
2716,32956244,923710
2717,17052613,337975
2718,91415315,455462
2719,51733004,809935
2720,19767773,452775
2721,53639909,196542
2722,81563097,730689
2723,30359017,311506
2724,96542369,481377
2725,44412738,511196
2726,99482573,987488
2727,30049488,633502
2728,99888531,535001
2729,26283879,434711
2730,29529767,515119
2731,77037798,918406
2732,82733864,753344
2733,66377617,587646
2734,66520769,675268
2735,37425988,996758
2736,55222548,447666
2737,20676793,899495
2738,52967735,904325
2739,67239394,527620
2740,43933009,637988
2741,83972198,883125
2742,43480966,918597
2743,86501025,670931
2744,40531883,124450
2745,47165947,453235
2746,95419578,971551
2747,93511256,657485
2748,88919790,377713
2749,97875189,627729
2750,51398306,229311
2751,44953328,713862
2752,34337090,604710
2753,96249853,526822
2754,91975400,261410
2755,74580865,703559
2756,85792594,405572
2757,40909155,578506
2758,48411049,129128
2759,35414165,601488
2760,34582301,706321
2761,81832848,565861
2762,88089433,275326
2763,73820296,964824
2764,85234381,527879
2765,34605327,395923
2766,82578794,407720
2767,61682727,446650
2768,68477010,580320
2769,78075316,792673
2770,22295285,698298
2771,96864152,980367
2772,36514740,270929
2773,97759533,914826
2774,73103191,533605
2775,25402866,291537
2776,45497199,778574
2777,54950227,769669
2778,53974914,243796
2779,85223306,166554
2780,81867229,476768
2781,18671441,269498
2782,11419840,879426
2783,19623759,685347
2784,30139787,416881
2785,59158175,458296
2786,27990179,459210
2787,23336654,268426
2788,20239444,229932
2789,56727673,687627
2790,98892829,618213
2791,19227248,174791
2792,69651374,461379
2793,84543879,823632
2794,37117901,741929
2795,54245239,511439
2796,68343550,509844
2797,36041275,998000
2798,79885253,266280
2799,35898872,722761
2800,70003084,873973
2801,77767916,889822
2802,55046921,272991
2803,96737472,880108
2804,46212037,591251
2805,13504101,757912
2806,24186701,199516
2807,17471987,432622
2808,24473626,797963
2809,21472491,202248
2810,28711455,913122
2811,49820848,744229
2812,30593197,441831
2813,71532144,364957
2814,58043589,649741
2815,44808601,582670
2816,66925616,978666
2817,76116987,964804
2818,12532571,232193
2819,60970605,661097
2820,92560044,828902
2821,56169088,478787
2822,63150441,337076
2823,12197512,678051
2824,39917329,186633
2825,73173415,421502
2826,70947798,335136
2827,95213303,303574
2828,49786916,346773
2829,40037484,344556
2830,98059381,310859
2831,26792186,657663
2832,86573802,282811
2833,50765664,935284
2834,59942488,904621
2835,32921282,607916
2836,66340992,434633
2837,33289180,788064
2838,59452661,936056
2839,13118077,798867
2840,77801737,956330
2841,41414884,955300
2842,42244204,309794
2843,24028778,664588
2844,42923050,883782
2845,95412216,397647
2846,79560607,264553
2847,52585152,695768
2848,67849818,542050
2849,13204544,297913
2850,17243789,987036
2851,99729093,555685
2852,18624994,500578
2853,74052665,352338
2854,45418628,458093
2855,46457345,656850
2856,70263615,973064
2857,35193939,750529
2858,32866790,960850
2859,15371151,753879
2860,65513836,195664
2861,62019807,543119
2862,82886212,812799
2863,10949344,768348
2864,11125659,782082
2865,98545467,905551
2866,45014049,158389
2867,78264816,469418
2868,31815945,298324
2869,69915980,828967
2870,43167001,443956
2871,73209668,607710
2872,90842509,844150
2873,47622856,583936
2874,16812044,357764
2875,45203618,825816
2876,26613825,495164
2877,79142022,159614
2878,56334821,261627
2879,90422430,129437
2880,32427854,473020
2881,42753460,501247
2882,41748135,522397
2883,33930753,262824
2884,54819499,341340
2885,87840657,305358
2886,33910534,269271
2887,68898110,637448
2888,83034948,240244
2889,39431293,627543
2890,65890984,443291
2891,50242463,992004
2892,68720678,231352
2893,63421626,833880
2894,45844033,999569
2895,29251626,248048
